,video_title,view_count,like_count,comment_count,wikipedia_categories,duration_seconds,comments
161,KYLE - iSpy feat. Lil Yachty [Official Music Video],506711227,4157723.0,118543,"Hip hop music, Music",260.0,"['Sou o único Br que escuta essa música desde 2017 mesmo? kskks', 'Still hits in 3340', 'If you don’t know the lyrics by now here u go: \n\nMan, fuck\nWhat\'s wrong Kyle?\nMan, these kids, man, talkin\' shit, makin\' me feel bad\nMan, fuck them kids, bro! Look around, bro, look at life\nMan, you\'re right\nMmm, you see? You see these fine bitches over here?\nYeah, woah...\nYou see these trees man? You see this water?\nI guess it is okay\nCome on, man, you got so much more to appreciate, man\nMan you know what, y-you\'re right...\nYou damn right I\'m right, I can\'t remember a time I was god-damn wrong\nMan, thanks, Lil\' Boat\nHey man, that\'s what I\'m here for\nI ain\'t been gettin\' high...\nWell maybe a little, baby I don\'t wanna lie\nI know when you text me girl, I don\'t always reply\nWell you\'re not an angel either, you can\'t even fly\nI notice, you think that you know shit\nAll this shade that\'s comin\' at me, I wonder who throws it\nThey can\'t see the vision, boy they must be out of focus\nThat\'s a real hot album homie, I wonder who wrote it, oh shit\nOtay, pray them niggas go away\nAlways hella clowns around it look like Cirque Du Soleil\nThis is not the album either, these are just the throwaways\nThis shit still so cold when it drop, it\'s gonna be a mothafuckin\' snow day\nAyy, boy is good and he knows it, he don\'t say it, he shows it\nI\'m just like DeRozan, if I shoot it, it goes in\nI am in Cali just coastin\', get \'em so wet they need coasters\nI got a selfie with Oprah, I just ain\'t never post it\nAnd I\'m in my happy place posted, I ain\'t frown since \'06\nI ain\'t cried since \'01, my pad like Six Flags and your house is no fun\nYou can come back to mine though, your friend ain\'t cute but it\'s fine though\nWe gon\' end on a high note\nI spy with my little eye\nA girlie I can get \'cause she don\'t get too many likes\nA curly-headed cutie I can turn into my wife\nWait, that means forever, ever, hold up, never mind\nOh, I spy with my little eye\nA girlie I can get \'cause she don\'t get too many likes\nA curly-headed cutie I can turn into my wife\nWait, that means forever, ever, hold up, never mind\nOh I, I spy with my little eye\nI spy, I spy with my little eye\nOh I, I spy with my little eye\nI spy, I spy with my little eye\nOh I...\nShe said she 21, I might have to I.D. that\nAll my bitches come in pairs like balls in my nutsack\nI remember ridin\' around the city in a Hatchback\nLookin\' for a problem with my young goblins\nI\'ma send a model home with her neck throbbin\'\nI done made so much money that it\'s non-stoppin\'\nGot my brothers on my back like the last name\nI remember tellin\' everyone I couldn\'t be tamed\nWoah, six months later I had snapped and now I\'m in the game\nWent from fake chains to diamonds in another lane\nWent from ""Can you take me here?"" to skrrting out the lane\nWent from ""Damn this nigga lame"" to remember my name\nSo I remember all the people who ain\'t fucked with me\nThey went to college, now all them niggas is history\nUpgraded from gold to diamonds in my teeth\nRiding deep in the van, like we lookin\' for a mystery (Raggy!)\nSo don\'t fuck with me\nNo, lately I been livin\' like luxury\nBoat and Kyle stick together like piano keys\nAnd on my mother\'s mother I won\'t fuck a bitch without a damn rubber\nI spy with my little eye\nA girlie I can get \'cause she don\'t get too many likes\nA curly-headed cutie I can turn into my wife\nWait, that means forever, ever, hold up, never mind\nOh, I... I spy with my little eye\nA girlie I can get \'cause she don\'t get too many likes\nA curly-headed cutie I can turn into my wife\nWait, that means forever, ever, hold up, never mind\nOh I, I spy with my little eye\nI spy, I spy with my little eye\nOh I, I spy with my little eye\nI spy, I spy with my little eye\nOh I...', '2024', ""😂😂😂 I'm just mixing and mastering for marketing purposes only moms and dads around the world. Don't get it twisted. I'm the holy Spirit. It's not all about ass and money. I help my family make $$$ and I  invest back into our world with positive energy. Whatever though. Wake TF up family. The daddy of the Mack Daddy's. Hot stepper. Lyrical gangsta. I do business with everyone."", 'It make me feel like me', 'I forgot this is where the “mayne fu** them kids” came from', 'Still a banger even from 2017 to 2024', 'blowing up again in 2024', 'You see these trees man the shows inflatable']"
162,Ed Sheeran - Perfect Symphony [with Andrea Bocelli] ,506025836,3401744.0,94823,"Music, Pop music",334.0,"['This is love', 'Wowwah... I love you both.. 🥰🙏', 'Andreas wife is so mesmerized 🎉❤', 'Gracie, maestro!', '6 years later and this song still hits different. Truly a masterpiece.', ""This is so beautiful.  Ed Sheeran has such a nice voice, especially on this song.  But then Andrea Bocelli sings, & his voice is so full & rich it's almost tangible."", 'The fact that Ed Sheeran learned Italian for this song just shows his dedication to his talent and love of music', 'Estoy a solo 8 meses de bailarla en mi boda con el amor de mi vida ❤', 'Love ❤', 'Sou do Brasil\nEsse clipe, a família, a música junto com o melhor cantor lírico.\nTudo isso me deixou muito emocionada.\nFoi lindo a humildade de Ed\nE mostrou o homem íntegro e cantor maravilhoso que se tornou']"
163,Shaggy - Angel,505577836,2732730.0,49854,"Hip hop music, Music, Pop music, Reggae, Rhythm and blues",237.0,"[""I'm 2024..❤"", 'Still listening this song❤', 'To my angel Sheila', 'Tema realmente  lindo', 'This song should be over One Billion views', '💎', 'God, the Lord Jesus Christ loves you! Restore your relationship with God by repenting of your sins and putting your faith in Jesus Christ, ""... that Christ died for our sins according to the Scriptures, and that He was buried, and that He was raised on the third day according to the Scriptures..."" (1 Corinthians 15:3-4)', '410 антоншамгунофэлизавна ашэ фсьэтолстыйэгавнапузикистарыйэмарщынистыйэкарликискароткиминагамикплисомтусклыйэсьэрыйэбьэзубыйэгарбатыйэлысыйэсгалубымисвиньачымигласкамибьэзгландныйэ адинвлисувоин плинвпустыньэвоин адинвньэбьэвоин адинвпольэтурист', '2024', 'Woow my old favorite  songs❤❤❤']"
164,Goo Goo Dolls – Iris [Official Music Video] [4K Remaster],503487269,3001530.0,70283,"Independent music, Music, Pop music, Rock music",216.0,"['Family guy Peter Griffin brought me here', 'Ive gotta say, goo goo dolls holds up. Every song, every lyric is just as valid today as the day they were written. A timeless band.', 'I have one query about all these remastered or 4k videos on some of these popular music videos from the past. Do these music labels / artists give the updated versions of their songs to youtube to replace the older versions of the videos?', 'anyone in 2024??', 'I’m here cause of family guy 🔥', 'This song = powerful emotion. ""When everything feels like the movies, you bleed just to know you\'re alive."" The memories and emotions welling up inside. Tears in the eyes; an aching heart. The song finishes and then loops, and the emotion drowns me again.', 'nice', 'Man now I want to go watch treasure, planet', 'First time,  is like the last time with this song. Simply amazing', ""JFC! 😐 AND I ACTUALLY SANG ALONG WITH SUCH SMUCK !😐 MY MOM WOULD OF KILLED ME SINGING SMUCK IN HER HOUSE AFTER SHE CAUGHT SMUT MAGAZINE'S UNDER MY MATTRESS ☝🏻👱MORE FUCKIN GD TIME CHRISTOPHER WILLIAM GD HARRISON!👱 GO AHEAD 👁️👁️ TRY ME I DAR YOU ☝🏻👱 MORE FUCKIN TIME!""]"
165,Red Hot Chili Peppers - Scar Tissue [Official Music Video],499861408,2129243.0,38604,"Country music, Music, Rock music",221.0,"['😮', 'Too bad scar tissue goes away after awhile', 'Meanwhile zoomers have billy eyelish LoL', 'My favorite song while im driving in the middle of the night', '🇧🇷', 'Thankbyou Father in Heaven❤', '❤❤❤❤Matthew 6:9-13\nNew International Version\n9 “This, then, is how you should pray:\n\n“‘Our Father in heaven,\nhallowed be your name,\n10 your kingdom come,\nyour will be done,\n    on earth as it is in heaven.\n11 Give us today our daily bread.\n12 And forgive us our debts,\n    as we also have forgiven our debtors.\n13 And lead us not into temptation,[a]\n    but deliver us from the evil one', '❤❤❤Luke 11\nNew International Version\nJesus’ Teaching on Prayer\n11 One day Jesus was praying in a certain place. When he finished, one of his disciples said to him, “Lord, teach us to pray, just as John taught his disciples.”\n\n2 He said to them, “When you pray, say:\n\n“‘Father,[a]\nhallowed be your name,\nyour kingdom come.[b]\n3 Give us each day our daily bread.\n4 Forgive us our sins,\n    for we also forgive everyone who sins against us.[c]\nAnd lead us not into temptation.[d]’”\n\n5 Then Jesus said to them, “Suppose you have a friend, and you go to him at midnight and say, ‘Friend, lend me three loaves of bread; 6 a friend of mine on a journey has come to me, and I have no food to offer him.’ 7 And suppose the one inside answers, ‘Don’t bother me. The door is already locked, and my children and I are in bed. I can’t get up and give you anything.’ 8 I tell you, even though he will not get up and give you the bread because of friendship, yet because of your shameless audacity[e] he will surely get up and give you as much as you need.\n\n9 “So I say to you: Ask and it will be given to you; seek and you will find; knock and the door will be opened to you. 10 For everyone who asks receives; the one who seeks finds; and to the one who knocks, the door will be opened.\n\n11 “Which of you fathers, if your son asks for[f] a fish, will give him a snake instead? 12 Or if he asks for an egg, will give him a scorpion? 13 If you then, though you are evil, know how to give good gifts to your children, how much more will your Father in heaven give the Holy Spirit to those who ask him!”', '❤❤❤Psalm 27\nKing James Version\n27 The Lord is my light and my salvation; whom shall I fear? the Lord is the strength of my life; of whom shall I be afraid?\n\n2 When the wicked, even mine enemies and my foes, came upon me to eat up my flesh, they stumbled and fell.\n\n3 Though an host should encamp against me, my heart shall not fear: though war should rise against me, in this will I be confident.\n\n4 One thing have I desired of the Lord, that will I seek after; that I may dwell in the house of the Lord all the days of my life, to behold the beauty of the Lord, and to enquire in his temple.\n\n5 For in the time of trouble he shall hide me in his pavilion: in the secret of his tabernacle shall he hide me; he shall set me up upon a rock.\n\n6 And now shall mine head be lifted up above mine enemies round about me: therefore will I offer in his tabernacle sacrifices of joy; I will sing, yea, I will sing praises unto the Lord.\n\n7 Hear, O Lord, when I cry with my voice: have mercy also upon me, and answer me.\n\n8 When thou saidst, Seek ye my face; my heart said unto thee, Thy face, Lord, will I seek.\n\n9 Hide not thy face far from me; put not thy servant away in anger: thou hast been my help; leave me not, neither forsake me, O God of my salvation.\n\n10 When my father and my mother forsake me, then the Lord will take me up.\n\n11 Teach me thy way, O Lord, and lead me in a plain path, because of mine enemies.\n\n12 Deliver me not over unto the will of mine enemies: for false witnesses are risen up against me, and such as breathe out cruelty.\n\n13 I had fainted, unless I had believed to see the goodness of the Lord in the land of the living.\n\n14 Wait on the Lord: be of good courage, and he shall strengthen thine heart: wait, I say, on the Lord.', '❤❤❤Yeshua']"
166,Red Hot Chili Peppers - Dark Necessities [Official Music Video],481466466,2228205.0,57872,"Independent music, Music, Pop music, Rock music",304.0,"['It has been confirmed that the Red Hot Chili Peppers will embark on a world tour in 2022! Sign up on https://redhotchilipeppers.com for more information.', 'I just love the bass!❤', 'Best bass line ever!', 'Yasss❤', '👍😁♥️🇮🇩', '2024 ?', 'Music and instrumentation are excellent', ""I don't want to be mortal any more, I don't like this world. I want to go home.... ❤😢"", ""Everyone knows the hits......... It's the deep cuts like this joint that are actually fire!"", 'Я познакомился с этой группой будучи опиатным наркоманом,наркотики в прошлом,а эта группа-нет!Они лучше']"
167,Skrillex - First Of The Year  [Official Music Video],480348075,3688594.0,318572,"Electronic music, Music",195.0,"['Looks like this little girl has been abso battered.  Lets not support men making money off of art like this that glamorizes the abuse of females and children.  Lets not spread data around and abuse them.  Lets be their voice instead of ruining their lives.', 'That’s how many people that pass around that little girls info to make her look crazy while they vilify and victimize her', 'Skrillex likes to make videos about grown men following little girls.  It’s not creepy at all.', 'Imagínate como pasa el tiempo han pasado ya 12 años  de está canción yo tengo 17 años tenía 5 años cuando salió está canción', 'Esta canción envejeció super bien sigue siendo igual de buena qué antes🥹🗿🚬', 'Anyone in 2024.....', 'yo conosco esta cancion por un video de halo con esa cancion de fondo', 'Listening in 2024', 'The spiritual successor to Prison Sex', 'Idc what anyone says..this song still goes hard to this day..better than most songs nowadays fr']"
168,Drake - Laugh Now Cry Later ,479635964,4211864.0,143179,"Hip hop music, Music",302.0,"['THAT ""NO WHY"" WAS TREACHEROUS 🤣🤣🤣🤣POE BABY DRAKE YOU DEFINITELY DESERVE YOUR FLOWERS 💪🌻 BRO THAT CRYING SEEN WAS PRICELESS 💯💋', 'Sorry i can never afford your concerts :(', 'u are the best bro', 'Lol drirk ruined this song I swear', 'Brilliant song luv lil durk he’s killing it 🎉❤😊', 'Sooo drake umm the leak…', 'siddhu muse wala      \nhow r u bro?', 'siddhu musse wala      how r u bro?', '3 years ago and this song is still a banger', ""who's here after drake got leaked""]"
169,INNA - Yalla | Official Music Video,479233572,2499225.0,82545,"Electronic music, Music, Pop music",197.0,"['Club Rockers, “Not my baby” is out now 🔥 >>https://youtu.be/vEYUDCaS4xs', 'In 2024 ❤❤', '2024 😊', 'I still here and listenning this goosebumb!!!!! 07-02-2024...', 'Who is in 2024?🥺🤍', 'Yaxshi ♥️♥️♥️', 'Nice song by the way I love  it make new song for 2024 please  🙏', 'Who in 2024🍩🕰??', '2024', 'who in 2024 ….?']"
170,Lil Nas X - Panini ,477823926,7410392.0,321119,"Hip hop music, Music",145.0,"['MY DEBUT ALBUM IS OUT NOW EVERYWHERE:\r\n\r\nWELCOMETOMONTERO.COM', 'Cyberpunk type shit', ""He wasn't gay back then😢 I miss those days he started to fall in popularity so he decided to be gay today's popularity and controversy four popularity and it worked. He wasn't gay he just needed more attention."", 'Aki foi o fim.....', 'it still hits🔥\nHe has become a prominent figure in the community thanks to *AuthenticViews Dawt Cawm*', 'This must have been the inspo for that verbalace animation', ""I'm still lovin this song ❤"", 'Cool listening in 2024', 'Watchin ""Countdown"" movie and this really hit 😂 ❤ 🙏 Ayyy I\'m feelin it 💯 I hadn\'t heard it before this ❤🎉', 'industry plant']"
171,Lady Gaga - Judas ,476594250,2790511.0,355181,"Music, Pop music",335.0,"['Ok pero Norman Reedus 😍', 'Música conhecesse a árvore pelo seu fruto para ir para o fogo.', 'iconic', 'Extraño la lady gaga de antes 2009 2012 ❤🎉', 'I keep loving the MV.', 'Я тобі к@жу, хресга дорога, суслік оля гониться', 'This song got even better when I discovered that Judas is Norman Reedus', 'Jurassic gaga', 'we having amnesia with this one 🔥🔥🔥', 'is this what twinks dance to']"
